,beam,class,cleaned_text,class_labels
5133,good grace,5,good grace,dnq
5139,can you hear who are you amy exactly,5,can you hear who are you amy exactly,dnq
5141,so i go this,5,so i go this,dnq
5142,mine grace,5,mine grace,dnq
5145,very good amy what can i do for you,5,very good amy what can i do for you,dnq
5146,i m pretty good great,5,i m pretty good great,dnq
5155,am i,5,am i,dnq
5161,i m doing it frying grace,5,i m doing it frying grace,dnq
5162,i m doing well this,5,i m doing well this,dnq
5165,i m all right i m all right,5,i m all right i m all right,dnq
5166,ito this call is about a new state regulated final expense insurance plan which covered a hundred third centimeter barrier or formation expenses it is specifically divine designed for the people they told me about this all the time and i said i wasn t interested i ve heard you say missus amy a lot of times and all different ones oh i,5,ito this call is about a new state regulated final expense insurance plan which covered a hundred third centimeter barrier or formation expenses it is specifically divine designed for the people they told me about this all the time and i said i wasn t interested i ve heard you say missus amy a lot of times and all different ones oh i,dnq
5168,though in good this,5,though in good this,dnq
5171,i m doing just fine this,5,i m doing just fine this,dnq
5174,luke this call,5,luke this call,dnq
5181,i am just,5,i am just,dnq
5184,lovely this,5,lovely this,dnq
5186,but,5,but,dnq
5193,well all right,5,well all right,dnq
5194,mango,5,mango,dnq
5199,i am going thither,5,i am going thither,dnq
5201,look here what do you want toknow i,5,look here what do you want toknow i,dnq
5202,am good this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically organ nor have the people out of i ve already got all that type and care and have had for several years would you like to learn more about it no i ve got it all taken care of thank you i completely understand that but these new fordable plans have just,5,am good this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically organ nor have the people out of i ve already got all that type and care and have had for several years would you like to learn more about it no i ve got it all taken care of thank you i completely understand that but these new fordable plans have just,dnq
5203,i m pretty good can t you great,5,i m pretty good can t you great,dnq
5208,i m to find what you need what do you think neatly understood what do you want,5,i m to find what you need what do you think neatly understood what do you want,dnq
5211,okay this college are regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for would you like to learn more about it,5,okay this college are regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for would you like to learn more about it,dnq
5214,i m just friend couldn t you,5,i m just friend couldn t you,dnq
5216,sang this,5,sang this,dnq
5223,fine thank you this,5,fine thank you this,dnq
