audio_tag,actual_english,class,cleaned_text,class_labels
8,i m fine i m just leaving i m sorry that i don t need any information from the senior care thank you,9,i m fine i m just leaving i m sorry that i don t need any information from the senior care thank you,not_intrested
6,i m okay what do you say,7,i m okay what do you say,greetings
6,i m fine are you selling something,7,i m fine are you selling something,greetings
16,amy miss how are you,6,amy miss how are you,greetback
10,really ,10,really ,other
10,operator,10,operator,other
16,okay how about you,6,okay how about you,greetback
6,i m doing fine but i m only twenty five years old,7,i m doing fine but i m only twenty five years old,greetings
5,ha hello are you calling me already thankyou right come on ain t working now damn it ,4,ha hello are you calling me already thankyou right come on ain t working now damn it ,dnc
5,i m drunk,4,i m drunk,dnc
8,i m doing fine and i dont need anything,9,i m doing fine and i dont need anything,not_intrested
6,oh i m doing okay,7,oh i m doing okay,greetings
7,hello yes can you please take me off your calling list no no i m twelve years old ,5,hello yes can you please take me off your calling list no no i m twelve years old ,dnq
6,fine amy just fine yes what is it,7,fine amy just fine yes what is it,greetings
1,oh yeah mother,11,oh yeah mother,positive
10,good amy i m everything said to you gotta get your rapids greater that a call a different number ,10,good amy i m everything said to you gotta get your rapids greater that a call a different number ,other
4,i m okay i m going get cook everything,3,i m okay i m going get cook everything,busy
14,is this a robot ,2,is this a robot ,bot
1,i think so,11,i think so,positive
8,not interested good bye,9,not interested good bye,not_intrested
16,i m good how are you doing,6,i m good how are you doing,greetback
6,i m doing fine what do you selling,7,i m doing fine what do you selling,greetings
15,hello hm not good ,12,hello hm not good ,sorry_greeting
4,doing okay i can t talk right now i m in a hospital,3,doing okay i can t talk right now i m in a hospital,busy
15,not good  mumbling,12,not good  mumbling,sorry_greeting
6,doing okay how can i help you,7,doing okay how can i help you,greetings
10,who am i talking to,10,who am i talking to,other
9,doing okay but i no speak english,13,doing okay but i no speak english,spanish
4,at working,3,at working,busy
1,yeah,11,yeah,positive
6,well not too bad,7,well not too bad,greetings
5,i d be doing better if you quit calling,4,i d be doing better if you quit calling,dnc
15,i m not doing good today i ve been to the doctor i don t feel like talking bye,12,i m not doing good today i ve been to the doctor i don t feel like talking bye,sorry_greeting
6,i m fine ,7,i m fine ,greetings
16,fine thank you how are you,6,fine thank you how are you,greetback
10,goodnight,10,goodnight,other
15,oh terrible,12,oh terrible,sorry_greeting
6,i m okay can i help you,7,i m okay can i help you,greetings
5,what the hell are you doing at this time in night,4,what the hell are you doing at this time in night,dnc
6,i m doing good doing good,7,i m doing good doing good,greetings
6,i m fine hon,7,i m fine hon,greetings
16,hi great how are you,6,hi great how are you,greetback
16,hi amy whats up,6,hi amy whats up,greetback
4,okay amy okay give me another call not today probably tomorrow thank you,3,okay amy okay give me another call not today probably tomorrow thank you,busy
6,amy i m doing fine you have a good day goodbye,7,amy i m doing fine you have a good day goodbye,greetings
16,hey mumbling you no thankyou,6,hey mumbling you no thankyou,greetback
5,yeah i don t wanna talk to no goddamn recording what the fuck you want ,4,yeah i don t wanna talk to no goddamn recording what the fuck you want ,dnc
14,is this a machine or human ,2,is this a machine or human ,bot
10,i don t know i m just getting up i worked last night,10,i don t know i m just getting up i worked last night,other
10,i m in a senior re hab ,10,i m in a senior re hab ,other
6,fine what can i do for you,7,fine what can i do for you,greetings
13,hello i m fine no thankyou i m having everything done ,0,hello i m fine no thankyou i m having everything done ,already_insured
6,good  thank you,7,good  thank you,greetings
5,hello hello hello criminal ,4,hello hello hello criminal ,dnc
6,doing great,7,doing great,greetings
5,go fuck yourself amy,4,go fuck yourself amy,dnc
8,hey i dont wanna know anything about senior citizen care are you about insurance or life insurance,9,hey i dont wanna know anything about senior citizen care are you about insurance or life insurance,not_intrested
6,yeah i m okay,7,yeah i m okay,greetings
4,i will talk to you bye bye,3,i will talk to you bye bye,busy
6,hey amy what s american senior citizens care ,7,hey amy what s american senior citizens care ,greetings
6,oh fantastic amy,7,oh fantastic amy,greetings
10,ah who s there,10,ah who s there,other
10,um hello ,10,um hello ,other
9,spanish ,13,spanish ,spanish
6,i m doing fine ,7,i m doing fine ,greetings
16,alright how are you doing,6,alright how are you doing,greetback
10,go play with yourself,10,go play with yourself,other
16,i m doing fair how are you,6,i m doing fair how are you,greetback
14,are you real or a robot,2,are you real or a robot,bot
6,i m good how can i help you,7,i m good how can i help you,greetings
15,hateful,12,hateful,sorry_greeting
5,bastard,4,bastard,dnc
10,fine and that s all i need to say goodbye,10,fine and that s all i need to say goodbye,other
2,goodbye,8,goodbye,negative
6,i m very well thank you,7,i m very well thank you,greetings
1,ah yes,11,ah yes,positive
4,i m okay trying to examine i talk to you later on,3,i m okay trying to examine i talk to you later on,busy
5,fine when is this ending so i get no more calls from the senior citizens,4,fine when is this ending so i get no more calls from the senior citizens,dnc
2,hello good no thanks ,8,hello good no thanks ,negative
9,bueno bueno i m not espanol ,13,bueno bueno i m not espanol ,spanish
6,i m alright ,7,i m alright ,greetings
6,yeah senior citizen care i m doing fine what do you need,7,yeah senior citizen care i m doing fine what do you need,greetings
10,i m a hundred and four how are you,10,i m a hundred and four how are you,other
6,well  bye bye,7,well  bye bye,greetings
16,i m a hundred and seven years old i m on my deathbed how are you,6,i m a hundred and seven years old i m on my deathbed how are you,greetback
6,i m fine who do you want to speak with me,7,i m fine who do you want to speak with me,greetings
6,i m okay thank you,7,i m okay thank you,greetings
10,hello hello mumbling,10,hello hello mumbling,other
16,good how are you,6,good how are you,greetback
5,i have a nice job quit quit calling mate i don t need no answers i don t need no birth plans i don t need no calls answered i don t need nothing,4,i have a nice job quit quit calling mate i don t need no answers i don t need no birth plans i don t need no calls answered i don t need nothing,dnc
6,oh i m alright,7,oh i m alright,greetings
6,i am okay what,7,i am okay what,greetings
6,i m okay can you hear,7,i m okay can you hear,greetings
6,im okay,7,im okay,greetings
16,i m not gonna complain i m fine and you,6,i m not gonna complain i m fine and you,greetback
5,amy  why you keep bothering me are you in love with me,4,amy  why you keep bothering me are you in love with me,dnc
7,i m not a senior citizen,5,i m not a senior citizen,dnq
2,i can t do it amy i can t,8,i can t do it amy i can t,negative
14,yes ma am are you capable to a live person on the phone,2,yes ma am are you capable to a live person on the phone,bot
6,i am fine thanks,7,i am fine thanks,greetings
10,hello mumbling ,10,hello mumbling ,other
15,i m not very well thank you,12,i m not very well thank you,sorry_greeting
14,i don t think you re a person,2,i don t think you re a person,bot
6,i m doing okay i m here,7,i m doing okay i m here,greetings
6,honor hello,7,honor hello,greetings
10,oh caller i got a big part,10,oh caller i got a big part,other
5,this is freaking boob call it is a boob call,4,this is freaking boob call it is a boob call,dnc
10,who is this i can hardly hear you,10,who is this i can hardly hear you,other
10,when they let me,10,when they let me,other
1,ah i am,11,ah i am,positive
2,no call someone else,8,no call someone else,negative
6,alright alright who is this,7,alright alright who is this,greetings
6,just fine ,7,just fine ,greetings
1,oh yeah ,11,oh yeah ,positive
16,i m just fine how are you,6,i m just fine how are you,greetback
1,yes you what mumbling ,11,yes you what mumbling ,positive
16,i m fine how are you,6,i m fine how are you,greetback
1,yeah i said sure,11,yeah i said sure,positive
6,i m doing very well ,7,i m doing very well ,greetings
6,i m fine what do you want,7,i m fine what do you want,greetings
6,i m good ,7,i m good ,greetings
10,okay,10,okay,other
16,not sure how are you,6,not sure how are you,greetback
10,so so  what do you need ,10,so so  what do you need ,other
6,doing okay,7,doing okay,greetings
5,no pretty fucking good,4,no pretty fucking good,dnc
15,right now i don t feel too good,12,right now i don t feel too good,sorry_greeting
6,oh i m fine,7,oh i m fine,greetings
13,hello trying to stay cool or hot i m not sure much mumbling no i ve got all that no i ve got all that secured away i ve all got that secured away so i don t have to do it thankyou for call anyway ,0,hello trying to stay cool or hot i m not sure much mumbling no i ve got all that no i ve got all that secured away i ve all got that secured away so i don t have to do it thankyou for call anyway ,already_insured
10,call me,10,call me,other
5,i have it take me off your calling list please,4,i have it take me off your calling list please,dnc
